Jan 19, 2018 4:40:36 AM org.apache.karaf.main.Main launch
INFO: Installing and starting initial bundles
Jan 19, 2018 4:40:36 AM org.apache.karaf.main.Main launch
INFO: All initial bundles installed and set to start
Jan 19, 2018 4:40:36 AM org.apache.karaf.main.lock.SimpleFileLock lock
INFO: Trying to lock /opt/opendaylight/lock
Jan 19, 2018 4:40:36 AM org.apache.karaf.main.lock.SimpleFileLock lock
INFO: Lock acquired
Jan 19, 2018 4:40:36 AM org.apache.karaf.main.Main$KarafLockCallback lockAquired
INFO: Lock acquired. Setting startlevel to 100
2018-01-19 04:40:37,322 | INFO  | Event Dispatcher | fileinstall                      | 7 - org.apache.felix.fileinstall - 3.5.2 | Creating configuration from org.apache.karaf.features.repos.cfg
2018-01-19 04:41:30,961 | INFO  | config-pusher    | ConfigPusherImpl                 | 152 - org.opendaylight.controller.config-persister-impl - 0.6.3.SNAPSHOT | All configuration snapshots have been pushed successfully.
2018-01-19 04:41:30,963 | WARN  | Event Dispatcher | RpcServiceMetadata               | 194 - org.opendaylight.controller.blueprint - 0.6.3.SNAPSHOT | {}: interface {} has no accptable entries, assuming it is satisfied
2018-01-19 04:41:30,966 | INFO  | Event Dispatcher | BlueprintContainerImpl           | 15 - org.apache.aries.blueprint.core - 1.6.1 | Bundle org.opendaylight.netvirt.fibmanager-impl/0.4.3.SNAPSHOT is waiting for dependencies [(objectClass=org.opendaylight.netvirt.elanmanager.api.IElanService)]
2018-01-19 04:41:30,967 | INFO  | rint Extender: 1 | BlueprintContainerImpl           | 15 - org.apache.aries.blueprint.core - 1.6.1 | Bundle org.opendaylight.netvirt.fibmanager-impl/0.4.3.SNAPSHOT is waiting for dependencies [(objectClass=org.opendaylight.netvirt.elanmanager.api.IElanService)]
2018-01-19 04:41:30,967 | INFO  | rint Extender: 1 | BlueprintContainerImpl           | 15 - org.apache.aries.blueprint.core - 1.6.1 | Bundle org.opendaylight.netvirt.fibmanager-impl/0.4.3.SNAPSHOT is waiting for dependencies [(objectClass=org.opendaylight.netvirt.elanmanager.api.IElanService)]
2018-01-19 04:41:30,973 | INFO  | Event Dispatcher | BlueprintBundleTracker           | 194 - org.opendaylight.controller.blueprint - 0.6.3.SNAPSHOT | Creating blueprint container for bundle org.opendaylight.netvirt.fibmanager-shell_0.4.3.SNAPSHOT [386] with paths [bundleentry://386.fwk1032986144/org/opendaylight/blueprint/blueprint.xml]
2018-01-19 04:41:30,975 | INFO  | Event Dispatcher | BlueprintContainerImpl           | 15 - org.apache.aries.blueprint.core - 1.6.1 | Bundle org.opendaylight.netvirt.fibmanager-shell/0.4.3.SNAPSHOT is waiting for dependencies [(objectClass=org.opendaylight.netvirt.fibmanager.api.IFibManager)]
2018-01-19 04:41:30,976 | INFO  | Event Dispatcher | BlueprintBundleTracker           | 194 - org.opendaylight.controller.blueprint - 0.6.3.SNAPSHOT | Creating blueprint container for bundle org.opendaylight.netvirt.neutronvpn-impl_0.4.3.SNAPSHOT [387] with paths [bundleentry://387.fwk1032986144/org/opendaylight/blueprint/autowire.xml, bundleentry://387.fwk1032986144/org/opendaylight/blueprint/neutronvpn.xml]
2018-01-19 04:41:30,990 | INFO  | Event Dispatcher | BlueprintContainerImpl           | 15 - org.apache.aries.blueprint.core - 1.6.1 | Bundle org.opendaylight.netvirt.neutronvpn-impl/0.4.3.SNAPSHOT is waiting for dependencies [Initial app config NeutronvpnConfig, (objectClass=org.opendaylight.netvirt.vpnmanager.api.IVpnManager), (objectClass=org.opendaylight.netvirt.elanmanager.api.IL2gwService), (objectClass=org.opendaylight.netvirt.vpnmanager.api.ICentralizedSwitchProvider), Available DOM RPC for binding RPC: interface org.opendaylight.yang.gen.v1.urn.opendaylight.genius.idmanager.rev160406.IdManagerService, (objectClass=org.opendaylight.netvirt.elanmanager.api.IElanService), Available DOM RPC for binding RPC: interface org.opendaylight.yang.gen.v1.urn.opendaylight.netvirt.vpn.rpc.rev160201.VpnRpcService]
2018-01-19 04:41:30,990 | INFO  | rint Extender: 3 | BlueprintContainerImpl           | 15 - org.apache.aries.blueprint.core - 1.6.1 | Bundle org.opendaylight.netvirt.neutronvpn-impl/0.4.3.SNAPSHOT is waiting for dependencies [Initial app config NeutronvpnConfig, (objectClass=org.opendaylight.netvirt.vpnmanager.api.IVpnManager), (objectClass=org.opendaylight.netvirt.elanmanager.api.IL2gwService), (objectClass=org.opendaylight.netvirt.vpnmanager.api.ICentralizedSwitchProvider), (objectClass=org.opendaylight.netvirt.elanmanager.api.IElanService), Available DOM RPC for binding RPC: interface org.opendaylight.yang.gen.v1.urn.opendaylight.netvirt.vpn.rpc.rev160201.VpnRpcService]
2018-01-19 04:41:30,991 | INFO  | rint Extender: 3 | BlueprintContainerImpl           | 15 - org.apache.aries.blueprint.core - 1.6.1 | Bundle org.opendaylight.netvirt.neutronvpn-impl/0.4.3.SNAPSHOT is waiting for dependencies [Initial app config NeutronvpnConfig, (objectClass=org.opendaylight.netvirt.vpnmanager.api.IVpnManager), (objectClass=org.opendaylight.netvirt.elanmanager.api.IL2gwService), (objectClass=org.opendaylight.netvirt.vpnmanager.api.ICentralizedSwitchProvider), (objectClass=org.opendaylight.netvirt.elanmanager.api.IElanService), Available DOM RPC for binding RPC: interface org.opendaylight.yang.gen.v1.urn.opendaylight.netvirt.vpn.rpc.rev160201.VpnRpcService]
2018-01-19 04:41:30,995 | INFO  | Event Dispatcher | BlueprintBundleTracker           | 194 - org.opendaylight.controller.blueprint - 0.6.3.SNAPSHOT | Creating blueprint container for bundle org.opendaylight.netvirt.neutronvpn-shell_0.4.3.SNAPSHOT [388] with paths [bundleentry://388.fwk1032986144/org/opendaylight/blueprint/blueprint.xml]
2018-01-19 04:41:30,995 | INFO  | rint Extender: 1 | BlueprintContainerImpl           | 15 - org.apache.aries.blueprint.core - 1.6.1 | Bundle org.opendaylight.netvirt.neutronvpn-impl/0.4.3.SNAPSHOT is waiting for dependencies [(objectClass=org.opendaylight.netvirt.vpnmanager.api.IVpnManager), (objectClass=org.opendaylight.netvirt.elanmanager.api.IL2gwService), (objectClass=org.opendaylight.netvirt.vpnmanager.api.ICentralizedSwitchProvider), (objectClass=org.opendaylight.netvirt.elanmanager.api.IElanService), Available DOM RPC for binding RPC: interface org.opendaylight.yang.gen.v1.urn.opendaylight.netvirt.vpn.rpc.rev160201.VpnRpcService]
2018-01-19 04:41:31,024 | INFO  | tAdminThread #18 | BlueprintBundleTracker           | 194 - org.opendaylight.controller.blueprint - 0.6.3.SNAPSHOT | Blueprint container for bundle org.opendaylight.netvirt.neutronvpn-shell_0.4.3.SNAPSHOT [388] was successfully created
2018-01-19 04:41:31,025 | INFO  | Event Dispatcher | BlueprintBundleTracker           | 194 - org.opendaylight.controller.blueprint - 0.6.3.SNAPSHOT | Creating blueprint container for bundle org.opendaylight.netvirt.dhcpservice-impl_0.4.3.SNAPSHOT [389] with paths [bundleentry://389.fwk1032986144/org/opendaylight/blueprint/autowire.xml, bundleentry://389.fwk1032986144/org/opendaylight/blueprint/dhcpservice.xml]
2018-01-19 04:41:31,038 | WARN  | Event Dispatcher | RpcServiceMetadata               | 194 - org.opendaylight.controller.blueprint - 0.6.3.SNAPSHOT | {}: interface {} has no accptable entries, assuming it is satisfied
2018-01-19 04:41:31,038 | INFO  | Event Dispatcher | BlueprintContainerImpl           | 15 - org.apache.aries.blueprint.core - 1.6.1 | Bundle org.opendaylight.netvirt.dhcpservice-impl/0.4.3.SNAPSHOT is waiting for dependencies [(objectClass=org.opendaylight.netvirt.elanmanager.api.IElanService), (objectClass=org.opendaylight.netvirt.neutronvpn.interfaces.INeutronVpnManager), Initial app config DhcpserviceConfig]
2018-01-19 04:41:31,038 | INFO  | rint Extender: 3 | BlueprintContainerImpl           | 15 - org.apache.aries.blueprint.core - 1.6.1 | Bundle org.opendaylight.netvirt.dhcpservice-impl/0.4.3.SNAPSHOT is waiting for dependencies [(objectClass=org.opendaylight.netvirt.elanmanager.api.IElanService), (objectClass=org.opendaylight.netvirt.neutronvpn.interfaces.INeutronVpnManager), Initial app config DhcpserviceConfig]
2018-01-19 04:41:31,039 | INFO  | rint Extender: 3 | BlueprintContainerImpl           | 15 - org.apache.aries.blueprint.core - 1.6.1 | Bundle org.opendaylight.netvirt.dhcpservice-impl/0.4.3.SNAPSHOT is waiting for dependencies [(objectClass=org.opendaylight.netvirt.elanmanager.api.IElanService), (objectClass=org.opendaylight.netvirt.neutronvpn.interfaces.INeutronVpnManager)]
2018-01-19 04:41:31,039 | INFO  | Event Dispatcher | BlueprintBundleTracker           | 194 - org.opendaylight.controller.blueprint - 0.6.3.SNAPSHOT | Creating blueprint container for bundle org.opendaylight.netvirt.cloud-servicechain-impl_0.4.3.SNAPSHOT [390] with paths [bundleentry://390.fwk1032986144/org/opendaylight/blueprint/autowire.xml, bundleentry://390.fwk1032986144/org/opendaylight/blueprint/cloud-servicechain.xml]
2018-01-19 04:41:31,043 | INFO  | Event Dispatcher | BlueprintContainerImpl           | 15 - org.apache.aries.blueprint.core - 1.6.1 | Bundle org.opendaylight.netvirt.cloud-servicechain-impl/0.4.3.SNAPSHOT is waiting for dependencies [(objectClass=org.opendaylight.netvirt.vpnmanager.api.IVpnFootprintService)]
2018-01-19 04:41:31,044 | INFO  | Event Dispatcher | BlueprintBundleTracker           | 194 - org.opendaylight.controller.blueprint - 0.6.3.SNAPSHOT | Creating blueprint container for bundle org.opendaylight.netvirt.elanmanager-impl_0.4.3.SNAPSHOT [391] with paths [bundleentry://391.fwk1032986144/org/opendaylight/blueprint/commands.xml, bundleentry://391.fwk1032986144/org/opendaylight/blueprint/elanmanager.xml]
2018-01-19 04:41:31,062 | WARN  | Event Dispatcher | RpcServiceMetadata               | 194 - org.opendaylight.controller.blueprint - 0.6.3.SNAPSHOT | {}: interface {} has no accptable entries, assuming it is satisfied
2018-01-19 04:41:31,063 | INFO  | Event Dispatcher | BlueprintContainerImpl           | 15 - org.apache.aries.blueprint.core - 1.6.1 | Bundle org.opendaylight.netvirt.elanmanager-impl/0.4.3.SNAPSHOT is waiting for dependencies [Initial app config ElanConfig]
2018-01-19 04:41:31,063 | INFO  | rint Extender: 2 | BlueprintContainerImpl           | 15 - org.apache.aries.blueprint.core - 1.6.1 | Bundle org.opendaylight.netvirt.elanmanager-impl/0.4.3.SNAPSHOT is waiting for dependencies [Initial app config ElanConfig]
2018-01-19 04:41:31,063 | INFO  | rint Extender: 2 | BlueprintContainerImpl           | 15 - org.apache.aries.blueprint.core - 1.6.1 | Bundle org.opendaylight.netvirt.elanmanager-impl/0.4.3.SNAPSHOT is waiting for dependencies [Initial app config ElanConfig]
2018-01-19 04:41:31,064 | INFO  | Event Dispatcher | BlueprintBundleTracker           | 194 - org.opendaylight.controller.blueprint - 0.6.3.SNAPSHOT | Creating blueprint container for bundle org.opendaylight.netvirt.natservice-impl_0.4.3.SNAPSHOT [392] with paths [bundleentry://392.fwk1032986144/org/opendaylight/blueprint/autowire.xml, bundleentry://392.fwk1032986144/org/opendaylight/blueprint/commands.xml, bundleentry://392.fwk1032986144/org/opendaylight/blueprint/natservice.xml]
2018-01-19 04:41:31,073 | WARN  | Event Dispatcher | RpcServiceMetadata               | 194 - org.opendaylight.controller.blueprint - 0.6.3.SNAPSHOT | {}: interface {} has no accptable entries, assuming it is satisfied
2018-01-19 04:41:31,078 | WARN  | Event Dispatcher | RpcServiceMetadata               | 194 - org.opendaylight.controller.blueprint - 0.6.3.SNAPSHOT | {}: interface {} has no accptable entries, assuming it is satisfied
2018-01-19 04:41:31,094 | INFO  | eChangeHandler-0 | IdPoolListener                   | 369 - org.opendaylight.genius.idmanager-impl - 0.2.3.SNAPSHOT | Received add for name aliveness-monitor.-1062728950 : IdPool{getAvailableIdsHolder=AvailableIdsHolder{getCursor=6553, getEnd=13106, getStart=6554, augmentations={}}, getBlockSize=6553, getParentPoolName=aliveness-monitor, getPoolName=aliveness-monitor.-1062728950, getReleasedIdsHolder=ReleasedIdsHolder{getAvailableIdCount=0, getDelayedIdEntries=[], getDelayedTimeSec=30, augmentations={}}, augmentations={}}
2018-01-19 04:41:31,098 | INFO  | Event Dispatcher | BlueprintContainerImpl           | 15 - org.apache.aries.blueprint.core - 1.6.1 | Bundle org.opendaylight.netvirt.natservice-impl/0.4.3.SNAPSHOT is waiting for dependencies [(objectClass=org.opendaylight.netvirt.neutronvpn.interfaces.INeutronVpnManager), Available DOM RPC for binding RPC: interface org.opendaylight.yang.gen.v1.urn.opendaylight.netvirt.neutronvpn.rev150602.NeutronvpnService, Available DOM RPC for binding RPC: interface org.opendaylight.yang.gen.v1.urn.opendaylight.netvirt.vpn.rpc.rev160201.VpnRpcService, (objectClass=org.opendaylight.netvirt.fibmanager.api.IFibManager), (objectClass=org.opendaylight.netvirt.vpnmanager.api.IVpnManager), (objectClass=org.opendaylight.netvirt.elanmanager.api.IElanService), Available DOM RPC for binding RPC: interface org.opendaylight.yang.gen.v1.urn.opendaylight.netvirt.fib.rpc.rev160121.FibRpcService]
2018-01-19 04:41:31,098 | INFO  | rint Extender: 2 | BlueprintContainerImpl           | 15 - org.apache.aries.blueprint.core - 1.6.1 | Bundle org.opendaylight.netvirt.natservice-impl/0.4.3.SNAPSHOT is waiting for dependencies [(objectClass=org.opendaylight.netvirt.neutronvpn.interfaces.INeutronVpnManager), Available DOM RPC for binding RPC: interface org.opendaylight.yang.gen.v1.urn.opendaylight.netvirt.neutronvpn.rev150602.NeutronvpnService, Available DOM RPC for binding RPC: interface org.opendaylight.yang.gen.v1.urn.opendaylight.netvirt.vpn.rpc.rev160201.VpnRpcService, (objectClass=org.opendaylight.netvirt.fibmanager.api.IFibManager), (objectClass=org.opendaylight.netvirt.vpnmanager.api.IVpnManager), (objectClass=org.opendaylight.netvirt.elanmanager.api.IElanService), Available DOM RPC for binding RPC: interface org.opendaylight.yang.gen.v1.urn.opendaylight.netvirt.fib.rpc.rev160121.FibRpcService]
2018-01-19 04:41:31,098 | INFO  | rint Extender: 2 | BlueprintContainerImpl           | 15 - org.apache.aries.blueprint.core - 1.6.1 | Bundle org.opendaylight.netvirt.natservice-impl/0.4.3.SNAPSHOT is waiting for dependencies [(objectClass=org.opendaylight.netvirt.neutronvpn.interfaces.INeutronVpnManager), Available DOM RPC for binding RPC: interface org.opendaylight.yang.gen.v1.urn.opendaylight.netvirt.neutronvpn.rev150602.NeutronvpnService, Available DOM RPC for binding RPC: interface org.opendaylight.yang.gen.v1.urn.opendaylight.netvirt.vpn.rpc.rev160201.VpnRpcService, (objectClass=org.opendaylight.netvirt.fibmanager.api.IFibManager), (objectClass=org.opendaylight.netvirt.vpnmanager.api.IVpnManager), (objectClass=org.opendaylight.netvirt.elanmanager.api.IElanService), Available DOM RPC for binding RPC: interface org.opendaylight.yang.gen.v1.urn.opendaylight.netvirt.fib.rpc.rev160121.FibRpcService]
2018-01-19 04:41:31,099 | INFO  | Event Dispatcher | BlueprintBundleTracker           | 194 - org.opendaylight.controller.blueprint - 0.6.3.SNAPSHOT | Creating blueprint container for bundle org.opendaylight.netvirt.aclservice-impl_0.4.3.SNAPSHOT [393] with paths [bundleentry://393.fwk1032986144/org/opendaylight/blueprint/aclservice.xml, bundleentry://393.fwk1032986144/org/opendaylight/blueprint/autowire.xml]
2018-01-19 04:41:31,117 | WARN  | Event Dispatcher | RpcServiceMetadata               | 194 - org.opendaylight.controller.blueprint - 0.6.3.SNAPSHOT | {}: interface {} has no accptable entries, assuming it is satisfied
2018-01-19 04:41:31,117 | INFO  | Event Dispatcher | BlueprintContainerImpl           | 15 - org.apache.aries.blueprint.core - 1.6.1 | Bundle org.opendaylight.netvirt.aclservice-impl/0.4.3.SNAPSHOT is waiting for dependencies [Initial app config AclserviceConfig]
2018-01-19 04:41:31,119 | INFO  | Event Dispatcher | BlueprintBundleTracker           | 194 - org.opendaylight.controller.blueprint - 0.6.3.SNAPSHOT | Creating blueprint container for bundle org.opendaylight.netvirt.qosservice-impl_0.4.3.SNAPSHOT [394] with paths [bundleentry://394.fwk1032986144/org/opendaylight/blueprint/autowire.xml, bundleentry://394.fwk1032986144/org/opendaylight/blueprint/qosservice.xml]
2018-01-19 04:41:31,133 | INFO  | rint Extender: 3 | AclLiveStatisticsRpcServiceImpl  | 393 - org.opendaylight.netvirt.aclservice-impl - 0.4.3.SNAPSHOT | AclLiveStatisticsRpcServiceImpl initialized
2018-01-19 04:41:31,146 | WARN  | Event Dispatcher | RpcServiceMetadata               | 194 - org.opendaylight.controller.blueprint - 0.6.3.SNAPSHOT | {}: interface {} has no accptable entries, assuming it is satisfied
2018-01-19 04:41:31,150 | INFO  | Event Dispatcher | BlueprintContainerImpl           | 15 - org.apache.aries.blueprint.core - 1.6.1 | Bundle org.opendaylight.netvirt.qosservice-impl/0.4.3.SNAPSHOT is waiting for dependencies [(objectClass=org.opendaylight.netvirt.neutronvpn.interfaces.INeutronVpnManager), Initial app config QosalertConfig]
2018-01-19 04:41:31,150 | INFO  | rint Extender: 2 | BlueprintContainerImpl           | 15 - org.apache.aries.blueprint.core - 1.6.1 | Bundle org.opendaylight.netvirt.qosservice-impl/0.4.3.SNAPSHOT is waiting for dependencies [(objectClass=org.opendaylight.netvirt.neutronvpn.interfaces.INeutronVpnManager), Initial app config QosalertConfig]
2018-01-19 04:41:31,150 | INFO  | rint Extender: 2 | BlueprintContainerImpl           | 15 - org.apache.aries.blueprint.core - 1.6.1 | Bundle org.opendaylight.netvirt.qosservice-impl/0.4.3.SNAPSHOT is waiting for dependencies [(objectClass=org.opendaylight.netvirt.neutronvpn.interfaces.INeutronVpnManager), Initial app config QosalertConfig]
2018-01-19 04:41:31,151 | INFO  | rint Extender: 3 | AclServiceImplFactory            | 393 - org.opendaylight.netvirt.aclservice-impl - 0.4.3.SNAPSHOT | AclserviceConfig: AclserviceConfig{getDefaultBehavior=Deny, getSecurityGroupDefaultHardTimeout=0, getSecurityGroupDefaultIdleTimeout=300, getSecurityGroupMode=Stateful, getSecurityGroupTcpFinHardTimeout=0, getSecurityGroupTcpFinIdleTimeout=300, getSecurityGroupTcpHardTimeout=0, getSecurityGroupTcpIdleTimeout=18000, getSecurityGroupUdpHardTimeout=0, getSecurityGroupUdpIdleTimeout=300, augmentations={}}
2018-01-19 04:41:31,151 | INFO  | rint Extender: 3 | AclServiceImplFactory            | 393 - org.opendaylight.netvirt.aclservice-impl - 0.4.3.SNAPSHOT | AclServiceImplFactory start
2018-01-19 04:41:31,151 | INFO  | Event Dispatcher | BlueprintBundleTracker           | 194 - org.opendaylight.controller.blueprint - 0.6.3.SNAPSHOT | Creating blueprint container for bundle org.opendaylight.netvirt.policyservice-impl_0.4.3.SNAPSHOT [395] with paths [bundleentry://395.fwk1032986144/org/opendaylight/blueprint/autowire.xml, bundleentry://395.fwk1032986144/org/opendaylight/blueprint/policyservice.xml]
2018-01-19 04:41:31,151 | INFO  | rint Extender: 3 | AclServiceManagerImpl            | 393 - org.opendaylight.netvirt.aclservice-impl - 0.4.3.SNAPSHOT | ACL Service Initiated
2018-01-19 04:41:31,152 | INFO  | rint Extender: 3 | AclServiceImplFactory            | 393 - org.opendaylight.netvirt.aclservice-impl - 0.4.3.SNAPSHOT | creating ingress acl service using mode Stateful
2018-01-19 04:41:31,153 | INFO  | rint Extender: 1 | AsyncDataTreeChangeListenerBase  | 342 - org.opendaylight.genius.mdsalutil-api - 0.2.3.SNAPSHOT | ThreadFactory created: AsyncDataTreeChangeListenerBase-DataTreeChangeHandler
2018-01-19 04:41:31,154 | INFO  | rint Extender: 3 | AclServiceImplFactory            | 393 - org.opendaylight.netvirt.aclservice-impl - 0.4.3.SNAPSHOT | creating egress acl service using mode Stateful
2018-01-19 04:41:31,155 | INFO  | rint Extender: 3 | AclServiceManagerImpl            | 393 - org.opendaylight.netvirt.aclservice-impl - 0.4.3.SNAPSHOT | ACL Service Initiated
2018-01-19 04:41:31,159 | INFO  | Event Dispatcher | BlueprintContainerImpl           | 15 - org.apache.aries.blueprint.core - 1.6.1 | Bundle org.opendaylight.netvirt.policyservice-impl/0.4.3.SNAPSHOT is waiting for dependencies [(objectClass=org.opendaylight.netvirt.elanmanager.api.IElanBridgeManager), (objectClass=org.opendaylight.netvirt.aclservice.api.utils.IAclServiceUtil), (objectClass=org.opendaylight.netvirt.elanmanager.api.IElanService), (objectClass=org.opendaylight.netvirt.vpnmanager.api.IVpnManager)]
2018-01-19 04:41:31,159 | INFO  | rint Extender: 2 | BlueprintContainerImpl           | 15 - org.apache.aries.blueprint.core - 1.6.1 | Bundle org.opendaylight.netvirt.policyservice-impl/0.4.3.SNAPSHOT is waiting for dependencies [(objectClass=org.opendaylight.netvirt.elanmanager.api.IElanBridgeManager), (objectClass=org.opendaylight.netvirt.aclservice.api.utils.IAclServiceUtil), (objectClass=org.opendaylight.netvirt.elanmanager.api.IElanService), (objectClass=org.opendaylight.netvirt.vpnmanager.api.IVpnManager)]
2018-01-19 04:41:31,159 | INFO  | rint Extender: 2 | BlueprintContainerImpl           | 15 - org.apache.aries.blueprint.core - 1.6.1 | Bundle org.opendaylight.netvirt.policyservice-impl/0.4.3.SNAPSHOT is waiting for dependencies [(objectClass=org.opendaylight.netvirt.elanmanager.api.IElanBridgeManager), (objectClass=org.opendaylight.netvirt.aclservice.api.utils.IAclServiceUtil), (objectClass=org.opendaylight.netvirt.elanmanager.api.IElanService), (objectClass=org.opendaylight.netvirt.vpnmanager.api.IVpnManager)]
2018-01-19 04:41:31,159 | INFO  | rint Extender: 2 | BlueprintContainerImpl           | 15 - org.apache.aries.blueprint.core - 1.6.1 | Bundle org.opendaylight.netvirt.qosservice-impl/0.4.3.SNAPSHOT is waiting for dependencies [(objectClass=org.opendaylight.netvirt.neutronvpn.interfaces.INeutronVpnManager)]
2018-01-19 04:41:31,160 | INFO  | Event Dispatcher | BlueprintBundleTracker           | 194 - org.opendaylight.controller.blueprint - 0.6.3.SNAPSHOT | Creating blueprint container for bundle org.opendaylight.netvirt.ipv6service-impl_0.4.3.SNAPSHOT [396] with paths [bundleentry://396.fwk1032986144/org/opendaylight/blueprint/autowire.xml, bundleentry://396.fwk1032986144/org/opendaylight/blueprint/ipv6service.xml]
2018-01-19 04:41:31,163 | INFO  | rint Extender: 1 | AsyncDataTreeChangeListenerBase  | 342 - org.opendaylight.genius.mdsalutil-api - 0.2.3.SNAPSHOT | ThreadFactory created: AsyncDataTreeChangeListenerBase-DataTreeChangeHandler
2018-01-19 04:41:31,165 | WARN  | Event Dispatcher | RpcServiceMetadata               | 194 - org.opendaylight.controller.blueprint - 0.6.3.SNAPSHOT | {}: interface {} has no accptable entries, assuming it is satisfied
2018-01-19 04:41:31,165 | INFO  | rint Extender: 3 | AclClusterUtil                   | 393 - org.opendaylight.netvirt.aclservice-impl - 0.4.3.SNAPSHOT | AclClusterUtilImpl start
2018-01-19 04:41:31,165 | INFO  | rint Extender: 3 | EntityOwnerUtils                 | 342 - org.opendaylight.genius.mdsalutil-api - 0.2.3.SNAPSHOT | registering for entity ownership for type netvirt-acl
2018-01-19 04:41:31,166 | INFO  | Event Dispatcher | BlueprintContainerImpl           | 15 - org.apache.aries.blueprint.core - 1.6.1 | Bundle org.opendaylight.netvirt.ipv6service-impl/0.4.3.SNAPSHOT is waiting for dependencies [(objectClass=org.opendaylight.netvirt.elanmanager.api.IElanService)]
2018-01-19 04:41:31,166 | INFO  | rint Extender: 3 | EntityOwnerUtils                 | 342 - org.opendaylight.genius.mdsalutil-api - 0.2.3.SNAPSHOT | registered for entity ownership for type netvirt-acl
2018-01-19 04:41:31,166 | INFO  | rint Extender: 2 | BlueprintContainerImpl           | 15 - org.apache.aries.blueprint.core - 1.6.1 | Bundle org.opendaylight.netvirt.ipv6service-impl/0.4.3.SNAPSHOT is waiting for dependencies [(objectClass=org.opendaylight.netvirt.elanmanager.api.IElanService)]
2018-01-19 04:41:31,166 | INFO  | rint Extender: 2 | BlueprintContainerImpl           | 15 - org.apache.aries.blueprint.core - 1.6.1 | Bundle org.opendaylight.netvirt.ipv6service-impl/0.4.3.SNAPSHOT is waiting for dependencies [(objectClass=org.opendaylight.netvirt.elanmanager.api.IElanService)]
2018-01-19 04:41:31,167 | INFO  | Event Dispatcher | BlueprintBundleTracker           | 194 - org.opendaylight.controller.blueprint - 0.6.3.SNAPSHOT | Creating blueprint container for bundle org.opendaylight.netvirt.ipv6service-shell_0.4.3.SNAPSHOT [397] with paths [bundleentry://397.fwk1032986144/org/opendaylight/blueprint/blueprint.xml]
2018-01-19 04:41:31,167 | INFO  | rint Extender: 3 | AsyncDataTreeChangeListenerBase  | 342 - org.opendaylight.genius.mdsalutil-api - 0.2.3.SNAPSHOT | ThreadFactory created: AsyncDataTreeChangeListenerBase-DataTreeChangeHandler
2018-01-19 04:41:31,167 | INFO  | rint Extender: 3 | AclNodeListener                  | 393 - org.opendaylight.netvirt.aclservice-impl - 0.4.3.SNAPSHOT | AclNodeListener start
2018-01-19 04:41:31,168 | INFO  | rint Extender: 3 | IdManager                        | 369 - org.opendaylight.genius.idmanager-impl - 0.2.3.SNAPSHOT | createIdPool called with input CreateIdPoolInput [_high=10000, _low=1, _poolName=ACL-ID-POOL, augmentation=[]]
2018-01-19 04:41:31,172 | INFO  | tAdminThread #19 | BlueprintBundleTracker           | 194 - org.opendaylight.controller.blueprint - 0.6.3.SNAPSHOT | Blueprint container for bundle org.opendaylight.netvirt.ipv6service-shell_0.4.3.SNAPSHOT [397] was successfully created
2018-01-19 04:41:31,173 | INFO  | Event Dispatcher | BlueprintBundleTracker           | 194 - org.opendaylight.controller.blueprint - 0.6.3.SNAPSHOT | Creating blueprint container for bundle org.opendaylight.netvirt.statemanager-impl_0.4.3.SNAPSHOT [398] with paths [bundleentry://398.fwk1032986144/org/opendaylight/blueprint/autowire.xml, bundleentry://398.fwk1032986144/org/opendaylight/blueprint/statemanager.xml]
2018-01-19 04:41:31,174 | INFO  | lt-dispatcher-48 | EntityOwnerUtils                 | 342 - org.opendaylight.genius.mdsalutil-api - 0.2.3.SNAPSHOT | entity ownership changed for netvirt-acl
2018-01-19 04:41:31,174 | INFO  | lt-dispatcher-48 | EntityOwnerUtils                 | 342 - org.opendaylight.genius.mdsalutil-api - 0.2.3.SNAPSHOT | entity ownership change became owner for type netvirt-acl
2018-01-19 04:41:31,177 | INFO  | Event Dispatcher | BlueprintContainerImpl           | 15 - org.apache.aries.blueprint.core - 1.6.1 | Bundle org.opendaylight.netvirt.statemanager-impl/0.4.3.SNAPSHOT is waiting for dependencies [(objectClass=org.opendaylight.netvirt.vpnmanager.api.IVpnManager), (objectClass=org.opendaylight.netvirt.elanmanager.api.IElanService), (objectClass=org.opendaylight.netvirt.fibmanager.api.IFibManager), (objectClass=org.opendaylight.netvirt.neutronvpn.interfaces.INeutronVpnManager)]
2018-01-19 04:41:31,177 | INFO  | rint Extender: 1 | ElanStatusMonitorJMX             | 391 - org.opendaylight.netvirt.elanmanager-impl - 0.4.3.SNAPSHOT | ElanStatusMonitor MXBean successfully registered org.opendaylight.netvirt.elan:type=SvcElanService
2018-01-19 04:41:31,177 | INFO  | Event Dispatcher | BlueprintBundleTracker           | 194 - org.opendaylight.controller.blueprint - 0.6.3.SNAPSHOT | Creating blueprint container for bundle org.opendaylight.netvirt.statistics-impl_0.4.3.SNAPSHOT [399] with paths [bundleentry://399.fwk1032986144/org/opendaylight/blueprint/autowire.xml, bundleentry://399.fwk1032986144/org/opendaylight/blueprint/statistics.xml]
2018-01-19 04:41:31,181 | WARN  | Event Dispatcher | RpcServiceMetadata               | 194 - org.opendaylight.controller.blueprint - 0.6.3.SNAPSHOT | {}: interface {} has no accptable entries, assuming it is satisfied
